state,agency_type,agency_name,population_1,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society,assault_offenses,aggravated_assault,simple_assault,intimidation,homicide_offenses,murder_and_nonnegligent_manslaughter,negligent_man_slaughter,justifiable_homicide,human_trafficking_offenses,commercial_sex_acts,involuntary_servitude,kidnapping_abduction,sex_offenses,rape,sodomy,sexual_assault_with_an_object,fondling,incest,statutory_rape,arson,bribery,burglary_breaking_&_entering,counter_feiting_forgery,destruction_damage_vandalism_of_property,embezzle_ment,extortion_blackmail,fraud_offenses,false_pretenses_swindle_confidence_game,credit_card_automated_teller_machine_fraud,imper_sonation,welfare_fraud,wire_fraud,identity_theft,hacking_computer_invasion,larceny_theft_offenses,pocket_picking,purse_snatching,shop_lifting,theft_from_building,theft_from_coin_op_erated_machine_or_device,theft_from_motor_vehicle,theft_of_motor_vehicle_parts_or_acces_sories,all_other_larceny,motor_vehicle_theft,robbery,stolen_property_offenses,animal_cruelty,drug_narcotic_offenses,drug_narcotic_violations,drug_equipment_violations,gambling_offenses,betting_wagering,operating_promoting_assisting_gambling,gambling_equipment_violations,sports_tampering,por_nography_obscene_material,pros_titution_offenses,pros_titution,assisting_or_promoting_prostitution,purchasing_prostitution,weapon_law_violations
,,Kingston,406,16,5,11,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Kinross Township,7439,50,32,14,4,27,8,17,2,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
,,Laingsburg,1285,40,10,29,1,9,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,5,0,0,0,0,2,3,0,10,0,0,3,0,0,2,1,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Lake Angelus,308,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Lake Linden,942,6,3,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Lake Odessa,2043,65,35,27,3,31,2,28,1,1,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,2,0,7,2,0,6,0,5,1,0,0,0,0,10,0,0,3,0,0,1,0,6,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
,,Lake Orion,3206,68,18,48,2,18,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,1,15,10,0,0,0,0,5,0,14,0,0,2,1,0,5,1,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,,Lakeview,1002,64,31,27,6,28,1,18,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,9,0,0,2,0,0,1,0,0,0,1,13,0,0,2,0,0,1,0,10,1,0,0,0,4,3,1,0,0,0,0,0,1,0,0,0,0,1
,,L'Anse,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Lansing,118651,9213,3447,5233,533,3203,1374,1688,141,19,16,3,0,0,0,0,30,195,81,35,5,72,0,2,44,0,694,49,1024,25,7,520,294,114,9,0,13,88,2,2029,6,15,375,96,0,553,253,731,586,195,60,3,165,158,7,0,0,0,0,0,18,0,0,0,0,347
,,Lansing Township,8254,768,165,580,23,149,41,105,3,2,2,0,0,0,0,0,2,12,2,3,1,6,0,0,2,0,41,13,70,7,3,55,19,18,7,1,4,5,1,330,0,0,162,36,0,51,30,51,39,8,12,0,12,11,1,0,0,0,0,0,0,0,0,0,0,11
,,Lapeer,8505,441,174,239,28,160,11,123,26,0,0,0,0,0,0,0,0,14,9,0,0,5,0,0,1,0,15,4,35,2,1,27,18,5,0,0,0,4,0,142,0,1,89,8,0,11,4,29,6,2,4,0,18,17,1,0,0,0,0,0,5,0,0,0,0,5
,,Lapeer Township,5017,36,9,26,1,9,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,12,6,0,0,0,0,6,0,10,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,Lathrup Village,4090,69,19,49,1,18,1,13,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,7,0,0,26,21,2,0,0,0,3,0,10,0,0,0,0,0,2,0,8,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,,Laurium,1889,42,14,28,0,11,0,10,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,1,0,4,0,0,4,1,1,0,0,0,0,2,15,0,1,1,2,0,3,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Lawton,1800,79,33,41,5,29,6,23,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,5,2,7,1,0,4,1,1,1,0,0,1,0,18,0,0,1,8,1,3,0,5,1,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
,,Lennon,479,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Leslie,1903,36,9,26,1,8,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,1,0,2,2,0,0,0,0,0,0,15,0,0,2,2,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,Lexington,1114,6,4,2,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Lincoln Township,14587,418,101,302,15,94,4,77,13,0,0,0,0,1,1,0,0,6,3,1,0,2,0,0,2,0,20,6,53,0,1,65,18,14,5,0,5,21,2,145,2,1,33,14,0,39,2,54,9,0,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,4
,,Linden,3934,49,14,34,1,13,2,9,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,10,0,0,10,3,2,0,0,1,4,0,12,0,0,0,3,0,1,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Litchfield,1327,39,17,20,2,16,8,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,2,0,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,,Livonia,93342,3497,957,2063,477,909,172,675,62,0,0,0,0,0,0,0,1,47,21,4,1,21,0,0,8,0,116,14,230,50,11,502,232,71,0,0,11,187,1,999,2,2,456,65,0,175,71,228,100,12,21,3,414,260,154,0,0,0,0,0,5,1,1,0,0,54
,,Lowell,4216,116,37,58,21,35,2,19,14,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,2,9,0,0,10,3,1,2,0,1,3,0,29,0,0,10,0,0,4,0,15,3,0,1,0,20,10,10,0,0,0,0,0,1,0,0,0,0,0
,,Ludington,8111,339,145,175,19,123,15,102,6,0,0,0,0,0,0,0,0,22,13,3,0,6,0,0,0,0,11,2,32,1,1,22,7,4,2,0,2,7,0,98,1,0,7,13,0,21,0,56,8,0,0,0,13,10,3,0,0,0,0,0,0,0,0,0,0,6
,,Lyon Township,21838,273,53,191,29,47,9,36,2,0,0,0,0,0,0,0,0,6,4,1,0,1,0,0,1,0,16,2,37,5,1,42,8,10,0,0,3,21,0,73,0,1,31,10,0,12,6,13,11,3,0,2,18,11,7,0,0,0,0,0,0,0,0,0,0,9
,,Mackinac Island,469,72,16,55,1,13,0,11,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,2,0,0,4,0,3,0,0,0,1,0,49,0,0,1,4,0,0,0,44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Mackinaw City,794,67,30,35,2,28,2,24,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,3,14,0,0,3,2,1,0,0,0,0,0,13,0,0,1,5,0,2,2,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
,,Madison Heights,29906,1261,365,768,128,343,48,214,81,2,2,0,0,1,1,0,0,19,5,2,0,12,0,0,1,0,51,5,113,10,3,147,73,13,0,0,0,61,0,348,0,0,114,13,0,52,41,128,65,14,11,2,65,43,22,0,0,0,0,0,0,26,24,2,0,35
,,Madison Township,8229,311,66,234,11,61,7,45,9,0,0,0,0,0,0,0,0,5,2,1,0,2,0,0,0,0,6,4,21,0,0,29,22,4,0,0,0,3,0,168,0,0,128,2,1,6,1,30,5,0,1,1,7,5,2,0,0,0,0,0,0,0,0,0,0,3
,,Mancelona,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Manistee,6103,379,166,176,37,150,16,113,21,0,0,0,0,0,0,0,0,16,3,1,1,11,0,0,1,0,19,4,41,1,1,13,4,5,0,0,0,3,1,89,0,0,11,0,0,22,2,54,5,1,1,0,24,23,1,0,0,0,0,0,5,0,0,0,0,8
,,Manistique,2923,153,44,82,27,37,7,23,7,0,0,0,0,0,0,0,0,7,5,0,1,1,0,0,0,0,5,2,27,5,0,8,1,0,2,0,0,5,0,31,0,0,4,6,0,3,0,18,3,0,1,2,24,24,0,0,0,0,0,0,1,0,0,0,0,0
,,Manton,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Marenisco Township,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Marine City,4038,83,32,48,3,29,3,22,4,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,1,6,1,0,13,5,4,0,0,2,2,0,24,0,0,3,4,0,2,4,11,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
,,Marlette,1755,42,18,23,1,17,3,13,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,12,0,0,4,2,1,1,0,0,0,0,4,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Marquette,20957,613,195,297,121,178,29,128,21,0,0,0,0,0,0,0,0,17,10,3,2,2,0,0,0,0,13,15,81,3,0,39,8,3,21,0,1,6,0,132,0,0,24,33,0,14,3,58,8,3,3,1,102,91,11,0,0,0,0,0,3,0,0,0,0,15
,,Marshall,6954,258,91,151,16,81,14,51,16,0,0,0,0,0,0,0,1,9,2,1,0,6,0,0,3,0,8,6,25,2,0,23,9,7,0,1,3,3,0,73,0,0,17,7,1,19,2,27,7,2,2,1,13,10,3,0,0,0,0,0,0,0,0,0,0,2
,,Marysville,9643,201,49,118,34,48,8,36,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,1,16,0,0,33,30,1,0,0,0,2,0,49,0,0,20,1,0,3,0,25,2,0,3,1,29,18,11,0,0,0,0,0,0,0,0,0,0,4
,,Mason,8480,285,121,141,23,111,10,83,18,0,0,0,0,0,0,0,2,8,2,2,0,4,0,0,2,0,6,3,35,1,0,39,17,3,4,1,2,12,0,46,0,0,11,7,0,8,1,19,5,0,4,0,7,7,0,0,0,0,0,0,3,0,0,0,0,13
,,Mattawan,1981,85,30,45,10,27,5,17,5,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,5,2,8,0,0,8,2,0,1,0,0,5,0,15,0,0,1,0,0,4,1,9,5,0,1,0,8,7,1,0,0,0,0,0,1,0,0,0,0,1
,,Mayville,878,32,17,15,0,16,0,5,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5,0,0,4,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Melvindale,10199,696,292,390,14,277,87,118,72,1,1,0,0,0,0,0,5,9,7,0,0,2,0,0,3,0,36,2,90,1,1,59,38,13,0,0,0,8,0,156,0,0,9,9,0,46,15,77,31,6,5,0,6,4,2,0,0,0,0,0,1,0,0,0,0,7
,,Memphis,1174,7,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Mendon,848,17,9,8,0,5,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Menominee,7971,418,148,215,55,140,17,117,6,0,0,0,0,0,0,0,0,8,4,1,0,3,0,0,4,0,15,5,60,2,0,16,3,6,5,0,1,1,0,108,0,2,19,20,0,24,5,38,4,0,1,0,40,40,0,0,0,0,0,0,1,0,0,0,0,14
,,Meridian Township,43598,1866,457,1358,51,406,65,245,96,0,0,0,0,0,0,0,6,45,9,4,5,27,0,0,0,0,86,20,115,13,15,286,71,68,5,0,14,124,4,745,3,3,295,81,1,223,39,100,51,12,15,1,17,16,1,0,0,0,0,0,10,0,0,0,0,23
,,Metamora Township,4283,54,18,30,6,17,3,10,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,5,0,1,15,14,0,0,0,0,1,0,5,0,0,0,0,0,1,0,4,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2
,,Metro Police Authority of Genesee County,19883,655,176,412,67,156,37,78,41,1,1,0,0,0,0,0,3,16,5,2,0,9,0,0,0,0,48,6,75,4,1,81,34,5,4,1,5,32,0,158,0,2,36,22,0,29,16,53,32,3,4,0,45,44,1,0,0,0,0,0,0,0,0,0,0,22
,,Midland,41682,1011,390,590,31,362,43,312,7,0,0,0,0,0,0,0,0,28,15,3,0,10,0,0,1,0,40,4,111,1,0,137,89,15,1,1,1,29,1,283,0,4,73,17,0,85,3,101,6,1,6,0,23,23,0,0,0,0,0,0,0,0,0,0,0,8
,,Milan,6065,228,67,128,33,62,9,43,10,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,7,4,30,2,1,29,12,4,0,0,0,13,0,48,0,0,11,5,0,4,2,26,2,0,5,0,24,15,9,0,0,0,0,0,2,0,0,0,0,7
,,Milford,17038,185,44,135,6,40,6,33,1,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,11,3,30,0,0,38,12,6,0,4,3,13,0,48,0,0,0,9,0,7,7,25,3,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,2
,,Millington,989,23,6,16,1,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,4,1,1,2,0,0,0,0,7,0,0,0,0,0,1,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Montague,2361,54,26,26,2,25,1,17,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6,0,1,4,4,0,0,0,0,0,0,12,0,0,2,3,0,1,0,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,,Montrose Township,7431,133,48,67,18,44,6,35,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,1,16,1,0,15,5,1,2,0,0,6,1,24,1,0,0,2,0,3,0,18,2,0,1,0,13,11,2,0,0,0,0,0,0,0,0,0,0,5
,,Morenci,2139,66,27,35,4,24,3,16,5,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,2,1,7,1,0,5,2,1,0,0,0,2,0,15,0,0,0,3,0,6,0,6,2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
,,Morrice,908,19,8,11,0,6,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,4,0,0,3,1,2,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Mount Morris,2822,198,73,107,18,70,10,55,5,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,16,3,27,1,0,8,3,4,0,0,0,0,1,43,0,0,13,6,0,13,2,9,4,0,5,0,13,4,9,0,0,0,0,0,0,0,0,0,0,5
,,Mount Morris Township,20207,823,238,509,76,199,116,48,35,7,7,0,0,0,0,0,1,31,3,5,0,23,0,0,6,0,115,2,117,0,0,58,36,7,4,0,1,10,0,138,1,0,0,14,1,26,2,94,57,10,6,1,34,24,10,0,0,0,0,0,1,0,0,0,0,40
,,Mount Pleasant,24668,896,302,512,82,271,31,229,11,3,3,0,0,0,0,0,2,26,5,3,1,17,0,0,1,0,26,12,99,5,2,64,33,22,1,1,0,5,2,271,1,1,58,37,0,65,4,105,20,5,7,4,62,61,1,0,0,0,0,0,0,0,0,0,0,16
,,Munising,2188,71,24,38,9,21,1,20,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,9,1,0,6,2,1,0,0,1,2,0,19,0,0,4,1,0,4,0,10,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,6
,,Muskegon,36391,2690,854,1560,276,819,223,529,67,5,5,0,0,1,1,0,2,27,2,2,4,18,0,1,6,0,176,5,409,11,5,81,32,25,9,0,8,5,2,748,0,1,95,122,0,275,65,190,89,20,10,6,88,78,10,0,0,0,0,0,3,0,0,0,0,179
,,Muskegon Heights,10724,1857,644,836,377,613,157,364,92,3,3,0,0,0,0,0,1,27,10,1,1,15,0,0,14,0,82,3,363,0,0,40,5,22,5,0,4,3,1,271,1,1,6,69,1,54,12,127,42,14,7,4,54,54,0,3,3,0,0,0,0,1,0,0,1,315
,,Muskegon Township,18022,852,223,580,49,212,26,157,29,0,0,0,0,0,0,0,0,11,4,0,1,6,0,0,1,0,54,13,129,6,0,47,19,19,3,0,3,3,0,301,3,0,70,30,0,72,10,116,22,5,2,0,24,24,0,0,0,0,0,0,1,0,0,0,0,24
,,Napoleon Township,6767,45,20,22,3,19,2,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7,1,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,4,0,6,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
,,Nashville,1691,59,20,21,18,18,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,5,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
,,Negaunee,4520,74,25,43,6,23,2,13,8,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,1,14,0,0,5,1,0,0,0,0,3,1,17,0,0,5,1,0,3,0,8,1,1,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
,,Newaygo,2076,208,68,88,52,58,11,30,17,0,0,0,0,0,0,0,0,10,0,4,0,6,0,0,1,0,2,2,26,0,1,6,2,4,0,0,0,0,0,43,0,0,11,5,0,5,1,21,3,0,4,1,44,29,15,0,0,0,0,0,0,0,0,0,0,7
,,New Baltimore,12377,240,62,148,30,54,12,40,2,0,0,0,0,0,0,0,0,8,2,0,0,6,0,0,0,0,0,0,37,1,0,61,31,6,24,0,0,0,0,45,0,1,3,8,0,10,4,19,2,0,2,0,23,22,1,0,0,0,0,0,1,0,0,0,0,6
,,New Buffalo,1866,52,16,36,0,13,0,10,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,1,5,0,0,2,1,0,0,0,0,1,0,21,0,0,1,1,0,4,1,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,New Era,439,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,New Lothrop,551,12,5,7,0,4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Niles,11102,1038,322,554,162,293,47,232,14,0,0,0,0,0,0,0,1,28,13,2,1,12,0,0,2,0,43,12,106,4,3,61,22,24,6,0,7,2,0,229,0,0,12,64,0,67,21,65,55,11,28,0,124,124,0,0,0,0,0,0,8,0,0,0,0,30
,,Northfield Township,8720,202,64,130,8,61,7,45,9,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,17,1,17,3,0,41,18,6,0,0,2,14,1,45,0,0,3,7,0,14,3,18,4,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,3
,,North Muskegon,3793,77,23,54,0,19,0,15,4,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,1,12,1,0,9,2,2,3,0,0,1,1,29,0,0,2,4,0,8,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Northville,5956,123,38,79,6,37,7,19,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,12,0,2,30,7,5,0,0,0,18,0,28,0,0,0,6,0,2,1,19,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4
,,Northville Township,29434,629,183,429,17,175,22,108,45,0,0,0,0,0,0,0,0,8,2,1,0,5,0,0,3,0,23,8,57,0,11,168,46,11,0,2,6,103,0,145,1,1,39,18,0,35,10,41,9,2,3,0,6,5,1,1,0,1,0,0,5,0,0,0,0,5
,,Norton Shores,24742,1085,241,788,56,223,28,160,35,0,0,0,0,0,0,0,2,16,5,2,0,9,0,0,0,0,54,17,122,6,0,91,26,39,8,0,6,12,0,448,0,1,189,34,0,90,31,103,39,10,1,0,47,36,11,0,0,0,0,0,3,0,0,0,0,6
,,Norway,2736,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Novi,61554,1203,406,751,46,378,41,326,11,1,1,0,0,0,0,0,1,26,10,4,1,11,0,0,3,0,23,0,120,8,0,175,90,41,0,0,0,43,1,380,0,0,163,36,0,55,38,88,35,3,4,3,24,17,7,0,0,0,0,0,3,1,1,0,0,15
,,Oakland Township,19882,103,37,62,4,34,7,23,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,5,1,10,0,0,23,7,6,0,0,1,9,0,22,0,0,0,2,0,11,2,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
,,Oak Park,29432,1109,351,669,89,325,64,164,97,2,2,0,0,0,0,0,0,24,11,7,1,5,0,0,6,0,59,4,116,6,7,165,70,27,0,1,3,64,0,203,1,2,37,34,0,49,14,66,84,11,8,2,37,21,16,0,0,0,0,0,1,0,0,0,0,49
,,Olivet,1782,19,7,12,0,5,1,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,5,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Ontwa Township-Edwardsburg,6602,315,81,187,47,74,9,58,7,0,0,0,0,0,0,0,0,7,1,2,2,2,0,0,0,0,19,1,68,0,0,21,6,9,2,0,0,3,1,66,0,0,1,12,2,20,4,27,8,0,4,0,27,25,2,0,0,0,0,0,0,0,0,0,0,20
,,Orchard Lake,2483,48,15,32,1,15,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,15,7,4,0,0,0,4,0,10,0,0,1,2,0,2,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,,Orion Township,37125,333,90,227,16,84,17,61,6,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,1,0,21,2,39,1,2,47,20,13,0,3,2,9,0,100,0,0,30,14,0,33,4,19,11,1,2,0,12,10,2,0,0,0,0,0,0,0,0,0,0,4
,,Oscoda Township,6741,265,105,131,29,93,41,47,5,0,0,0,0,0,0,0,0,12,6,3,0,3,0,0,0,0,17,3,27,1,0,18,3,6,1,0,4,4,0,59,1,0,5,11,0,14,1,27,1,0,5,0,21,19,2,0,0,0,0,0,0,0,0,0,0,8
,,Otisville,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Otsego,3997,161,63,85,13,57,4,34,19,0,0,0,0,0,0,0,0,6,2,1,0,3,0,0,1,0,7,3,24,1,0,13,2,4,3,0,0,3,1,32,1,0,4,4,0,13,1,9,4,0,0,0,8,4,4,0,0,0,0,0,2,0,0,0,0,3
,,Ovid,1616,19,14,5,0,13,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Owendale,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Owosso3,14363,,414,,47,375,79,280,16,0,0,0,0,0,0,0,11,28,14,2,0,12,0,0,3,0,,9,99,0,3,43,25,4,1,1,5,7,0,127,0,0,9,25,0,26,7,60,10,3,4,0,27,27,0,0,0,0,0,0,5,0,0,0,0,15
,,Oxford,3570,37,11,17,9,11,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,6,3,1,1,0,0,1,0,4,0,0,0,0,0,0,0,4,3,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,4
